service_id,vehicle_id,service_date,service_type,resolution_days,service_cost
SERV-01235,VEH-0940,2023-09-22,Repair,11,335.14
SERV-01236,VEH-0622,2024-05-11,Inspection,10,1130.56
SERV-01237,VEH-0559,2024-05-14,Repair,23,925.85
SERV-01238,VEH-0564,2024-11-09,Inspection,1,1166.61
SERV-01239,VEH-0514,2024-01-27,Inspection,26,1495.42
SERV-01240,VEH-0244,2024-12-01,Routine Maintenance,16,998.43
SERV-01241,VEH-0992,2023-10-02,Emergency Repair,8,379.04
SERV-01242,VEH-0704,2025-05-11,Repair,16,388.9
SERV-01243,VEH-0643,2025-12-30,Emergency Repair,24,1230.88
SERV-01244,VEH-0306,2024-12-08,Routine Maintenance,11,1276.41
SERV-01245,VEH-0299,2025-06-07,Emergency Repair,7,686.09
SERV-01246,VEH-0016,2023-03-01,Inspection,5,887.39
SERV-01247,VEH-0019,2023-09-03,Inspection,24,64.04
SERV-01248,VEH-0664,2024-08-30,Inspection,8,657.76
SERV-01249,VEH-0929,2025-05-15,Inspection,11,901.08
SERV-01250,VEH-0235,2025-08-27,Routine Maintenance,30,251.75
SERV-01251,VEH-0015,2025-02-20,Emergency Repair,13,346.1
SERV-01252,VEH-0360,2024-11-07,Routine Maintenance,18,610.33
SERV-01253,VEH-0968,2024-07-30,Routine Maintenance,11,875.8
SERV-01254,VEH-0229,2025-06-17,Inspection,3,298.56
SERV-01255,VEH-0962,2025-06-27,Repair,2,1248.39
SERV-01256,VEH-0987,2025-07-14,Emergency Repair,1,320.7
SERV-01257,VEH-0083,2022-09-20,Emergency Repair,10,348.54
SERV-01258,VEH-0691,2024-08-30,Routine Maintenance,15,133.31
SERV-01259,VEH-0180,2025-01-24,Routine Maintenance,6,523.82
SERV-01260,VEH-0314,2025-10-28,Emergency Repair,13,277.7
SERV-01261,VEH-0071,2024-10-19,Repair,18,656.7
SERV-01262,VEH-0393,2023-04-15,Emergency Repair,29,1305.26
SERV-01263,VEH-0882,2023-04-20,Repair,10,676.69
SERV-01264,VEH-0892,2025-12-03,Emergency Repair,6,925.38
SERV-01265,VEH-0713,2025-04-05,Repair,17,1089.32
SERV-01266,VEH-0184,2025-09-08,Inspection,7,60.79
SERV-01267,VEH-0864,2023-11-03,Emergency Repair,3,1245.64
SERV-01268,VEH-0019,2025-01-03,Repair,17,526.89
SERV-01269,VEH-0026,2025-08-24,Emergency Repair,15,720.91
SERV-01270,VEH-0527,2025-01-28,Routine Maintenance,10,987.13
SERV-01271,VEH-0118,2025-01-18,Inspection,23,1271.83
SERV-01272,VEH-0750,2024-02-17,Emergency Repair,20,1243.97
SERV-01273,VEH-0038,2025-10-22,Repair,14,411.25
SERV-01274,VEH-0526,2025-02-07,Emergency Repair,13,1370.71
SERV-01275,VEH-0457,2023-08-20,Routine Maintenance,13,1063.03
SERV-01276,VEH-0466,2023-05-07,Repair,29,1312.28
SERV-01277,VEH-0035,2024-06-22,Inspection,22,1378.63
SERV-01278,VEH-0347,2025-05-12,Repair,30,765.56
SERV-01279,VEH-0568,2025-08-04,Routine Maintenance,12,160.97
SERV-01280,VEH-0387,2023-05-16,Inspection,14,703.86
SERV-01281,VEH-0443,2024-04-11,Repair,17,114.72
SERV-01282,VEH-0336,2024-02-22,Routine Maintenance,21,1057.0
SERV-01283,VEH-0200,2025-01-02,Emergency Repair,11,1131.64
SERV-01284,VEH-0965,2025-02-22,Emergency Repair,2,65.57
SERV-01285,VEH-0948,2023-04-20,Repair,11,1021.93
SERV-01286,VEH-0922,2025-06-20,Emergency Repair,15,148.94
SERV-01287,VEH-0821,2025-06-26,Repair,23,1427.53
SERV-01288,VEH-0013,2023-12-12,Emergency Repair,27,454.76
SERV-01289,VEH-0839,2024-07-14,Repair,27,76.2
SERV-01290,VEH-0429,2022-11-03,Repair,10,230.02
SERV-01291,VEH-0273,2025-05-27,Emergency Repair,6,162.5
SERV-01292,VEH-0561,2025-06-21,Routine Maintenance,22,446.22
SERV-01293,VEH-0164,2024-11-18,Inspection,6,364.18
SERV-01294,VEH-0871,2022-10-03,Repair,15,1060.28
SERV-01295,VEH-0350,2024-11-20,Emergency Repair,23,497.07
SERV-01296,VEH-0808,2023-01-23,Routine Maintenance,2,1169.99
SERV-01297,VEH-0760,2023-04-12,Repair,12,1367.7
SERV-01298,VEH-0020,2023-12-05,Routine Maintenance,1,661.44
SERV-01299,VEH-0317,2024-07-11,Inspection,27,328.62
SERV-01300,VEH-0352,2022-10-26,Repair,29,190.07
SERV-01301,VEH-0323,2024-11-26,Repair,2,652.74
SERV-01302,VEH-0990,2024-10-23,Inspection,11,864.98
SERV-01303,VEH-0717,2023-09-01,Repair,30,835.47
SERV-01304,VEH-0335,2025-05-31,Routine Maintenance,8,359.98
SERV-01305,VEH-0031,2024-12-27,Inspection,6,71.74
SERV-01306,VEH-0459,2025-10-22,Inspection,1,614.32
SERV-01307,VEH-0475,2024-10-13,Repair,3,1004.04
SERV-01308,VEH-0815,2024-05-31,Inspection,2,147.63
SERV-01309,VEH-0998,2025-03-16,Emergency Repair,10,1162.94
SERV-01310,VEH-0512,2025-02-09,Routine Maintenance,23,827.46
SERV-01311,VEH-0734,2025-11-07,Repair,9,1440.6
SERV-01312,VEH-0788,2025-11-12,Inspection,21,1059.66
SERV-01313,VEH-0614,2025-04-01,Repair,11,304.23
SERV-01314,VEH-0298,2025-10-31,Inspection,28,1016.24
SERV-01315,VEH-0325,2022-12-08,Inspection,1,932.37
SERV-01316,VEH-0082,2025-11-18,Emergency Repair,13,790.99
SERV-01317,VEH-0939,2025-12-01,Repair,17,901.83
SERV-01318,VEH-0779,2024-03-08,Repair,1,943.71
SERV-01319,VEH-0396,2023-08-14,Inspection,8,1119.97
SERV-01320,VEH-0265,2024-10-25,Routine Maintenance,2,249.46
SERV-01321,VEH-0057,2025-06-05,Inspection,7,269.92
SERV-01322,VEH-0176,2024-06-04,Routine Maintenance,8,1388.94
SERV-01323,VEH-0562,2025-07-08,Emergency Repair,24,1322.13
SERV-01324,VEH-0725,2024-02-25,Inspection,11,983.22
SERV-01325,VEH-0075,2024-08-25,Emergency Repair,21,1228.43
SERV-01326,VEH-0608,2025-01-31,Repair,28,1112.67
SERV-01327,VEH-0720,2024-12-07,Repair,7,832.0
SERV-01328,VEH-0217,2025-10-22,Repair,26,1046.66
SERV-01329,VEH-0303,2025-08-20,Repair,20,1315.42
SERV-01330,VEH-0124,2025-10-15,Inspection,6,691.42
SERV-01331,VEH-0063,2022-06-11,Routine Maintenance,28,762.88
SERV-01332,VEH-0895,2024-06-03,Routine Maintenance,21,1488.42
SERV-01333,VEH-0014,2024-04-11,Repair,3,301.83
SERV-01334,VEH-0374,2024-04-21,Repair,17,163.34
SERV-01335,VEH-0764,2025-08-22,Emergency Repair,10,288.03
SERV-01336,VEH-0622,2023-08-15,Repair,14,305.83
SERV-01337,VEH-0625,2024-09-19,Inspection,10,885.81
SERV-01338,VEH-0943,2024-11-28,Inspection,28,1182.87
SERV-01339,VEH-0524,2024-07-13,Inspection,13,597.69
SERV-01340,VEH-0777,2024-10-07,Emergency Repair,14,782.67
SERV-01341,VEH-0941,2025-05-26,Repair,27,1432.95
SERV-01342,VEH-0254,2025-04-26,Routine Maintenance,25,603.06
SERV-01343,VEH-0981,2023-06-26,Inspection,20,828.94
SERV-01344,VEH-0737,2023-12-27,Inspection,13,722.29
SERV-01345,VEH-0498,2025-06-26,Inspection,13,865.11
SERV-01346,VEH-0805,2025-04-01,Routine Maintenance,11,248.15
SERV-01347,VEH-0518,2025-09-18,Repair,5,1378.39
SERV-01348,VEH-0370,2024-03-16,Routine Maintenance,28,776.01
SERV-01349,VEH-0495,2025-10-04,Inspection,16,636.61
SERV-01350,VEH-0565,2025-01-17,Emergency Repair,24,591.06
SERV-01351,VEH-0617,2025-04-16,Inspection,21,1481.91
SERV-01352,VEH-0773,2024-05-15,Emergency Repair,29,106.3
SERV-01353,VEH-0629,2024-07-14,Emergency Repair,30,870.13
SERV-01354,VEH-0118,2023-07-31,Emergency Repair,9,1168.34
SERV-01355,VEH-0451,2025-01-20,Emergency Repair,21,1048.31
SERV-01356,VEH-0251,2022-06-17,Emergency Repair,30,664.86
SERV-01357,VEH-0834,2024-04-05,Repair,16,100.04
SERV-01358,VEH-0947,2025-08-18,Inspection,21,1074.51
SERV-01359,VEH-0340,2023-03-15,Repair,9,927.88
SERV-01360,VEH-0968,2025-11-22,Repair,9,408.75
SERV-01361,VEH-0205,2024-12-26,Repair,1,219.26
SERV-01362,VEH-0898,2022-12-01,Emergency Repair,13,1073.8
SERV-01363,VEH-0236,2024-03-02,Repair,29,663.27
SERV-01364,VEH-0306,2025-03-07,Inspection,23,488.22
SERV-01365,VEH-0311,2025-06-04,Emergency Repair,19,496.57
SERV-01366,VEH-0635,2024-12-17,Routine Maintenance,4,972.46
SERV-01367,VEH-0680,2024-08-01,Repair,9,1135.66
SERV-01368,VEH-0820,2025-12-01,Emergency Repair,23,496.75
SERV-01369,VEH-0591,2024-12-06,Emergency Repair,1,190.46
SERV-01370,VEH-0504,2025-08-12,Emergency Repair,21,468.09
SERV-01371,VEH-0157,2025-09-03,Repair,6,593.24
SERV-01372,VEH-0173,2025-09-21,Repair,7,755.38
SERV-01373,VEH-0610,2025-11-27,Routine Maintenance,15,872.28
SERV-01374,VEH-0471,2023-07-23,Repair,7,135.52
SERV-01375,VEH-0491,2024-06-24,Repair,9,1475.27
SERV-01376,VEH-0688,2025-02-23,Emergency Repair,21,1373.81
SERV-01377,VEH-0814,2024-12-02,Repair,3,475.03
SERV-01378,VEH-0622,2024-08-18,Routine Maintenance,9,143.18
SERV-01379,VEH-0203,2024-08-14,Repair,16,753.53
SERV-01380,VEH-0691,2025-12-23,Routine Maintenance,1,138.53
SERV-01381,VEH-0525,2022-05-01,Routine Maintenance,4,356.05
SERV-01382,VEH-0612,2024-02-02,Emergency Repair,20,804.11
SERV-01383,VEH-0254,2025-12-28,Inspection,30,754.59
SERV-01384,VEH-0713,2025-11-20,Inspection,20,672.71
SERV-01385,VEH-0902,2024-06-11,Inspection,11,1234.43
SERV-01386,VEH-0013,2025-03-08,Emergency Repair,13,935.67
SERV-01387,VEH-0157,2025-07-27,Inspection,26,195.26
SERV-01388,VEH-0271,2025-07-01,Emergency Repair,24,1261.36
SERV-01389,VEH-0910,2025-02-26,Routine Maintenance,20,228.2
SERV-01390,VEH-0648,2025-09-13,Inspection,23,1139.59
SERV-01391,VEH-0671,2024-01-09,Inspection,15,946.61
SERV-01392,VEH-0378,2025-10-05,Emergency Repair,22,322.51
SERV-01393,VEH-0128,2025-11-24,Inspection,1,968.98
SERV-01394,VEH-0792,2025-09-01,Routine Maintenance,26,1116.93
SERV-01395,VEH-0997,2025-04-20,Emergency Repair,8,929.81
SERV-01396,VEH-0671,2024-11-14,Routine Maintenance,12,670.48
SERV-01397,VEH-0740,2025-07-27,Routine Maintenance,24,608.04
SERV-01398,VEH-0899,2025-07-12,Repair,23,257.58
SERV-01399,VEH-0627,2025-10-06,Routine Maintenance,5,771.99
SERV-01400,VEH-0835,2024-05-16,Inspection,27,1025.94
SERV-01401,VEH-0246,2025-04-06,Emergency Repair,6,1349.79
SERV-01402,VEH-0058,2023-04-03,Emergency Repair,22,833.97
SERV-01403,VEH-0925,2024-09-08,Repair,6,1142.22
SERV-01404,VEH-0750,2022-12-18,Routine Maintenance,14,1490.37
SERV-01405,VEH-0094,2024-04-22,Repair,30,1397.0
SERV-01406,VEH-0043,2024-11-26,Inspection,8,1092.8
SERV-01407,VEH-0098,2025-12-01,Emergency Repair,29,1022.37
SERV-01408,VEH-0742,2025-07-18,Repair,30,825.09
SERV-01409,VEH-0965,2025-11-21,Emergency Repair,3,1203.53
SERV-01410,VEH-0462,2025-05-08,Repair,30,885.16
SERV-01411,VEH-0565,2023-01-29,Inspection,13,1369.74
SERV-01412,VEH-0999,2025-12-08,Emergency Repair,21,981.05
SERV-01413,VEH-0445,2025-12-16,Emergency Repair,26,388.38
SERV-01414,VEH-0173,2025-02-05,Routine Maintenance,10,177.14
SERV-01415,VEH-0207,2022-10-22,Inspection,24,908.69
SERV-01416,VEH-0455,2024-01-06,Routine Maintenance,19,583.22
SERV-01417,VEH-0048,2024-03-27,Emergency Repair,19,1118.53
SERV-01418,VEH-0628,2025-01-16,Routine Maintenance,19,826.62
SERV-01419,VEH-0736,2025-01-21,Emergency Repair,11,1168.36
SERV-01420,VEH-0197,2025-09-29,Repair,17,1012.43
SERV-01421,VEH-0794,2025-07-10,Repair,4,623.2
SERV-01422,VEH-0106,2025-05-08,Emergency Repair,11,259.82
SERV-01423,VEH-0069,2025-06-05,Repair,16,1035.97
SERV-01424,VEH-0350,2025-01-04,Inspection,5,1133.24
SERV-01425,VEH-0582,2025-10-17,Routine Maintenance,20,514.2
SERV-01426,VEH-0900,2025-09-22,Routine Maintenance,9,1495.43
SERV-01427,VEH-0487,2025-07-08,Emergency Repair,21,1251.6
SERV-01428,VEH-0320,2025-05-16,Inspection,23,1451.42
SERV-01429,VEH-0311,2024-02-05,Inspection,5,1250.43
SERV-01430,VEH-0323,2025-01-09,Repair,23,1116.8
SERV-01431,VEH-0647,2023-02-14,Emergency Repair,24,618.12
SERV-01432,VEH-0261,2023-07-09,Routine Maintenance,18,618.81
SERV-01433,VEH-0475,2024-07-31,Emergency Repair,12,1148.69
SERV-01434,VEH-0678,2025-02-24,Routine Maintenance,17,1103.79
SERV-01435,VEH-0540,2024-02-11,Repair,23,1291.57
SERV-01436,VEH-0259,2025-02-28,Routine Maintenance,5,518.96
SERV-01437,VEH-0630,2025-11-03,Routine Maintenance,28,1405.13
SERV-01438,VEH-0502,2025-02-24,Emergency Repair,21,287.36
SERV-01439,VEH-0050,2024-12-04,Emergency Repair,23,749.54
SERV-01440,VEH-0637,2023-06-22,Repair,7,1216.32
SERV-01441,VEH-0666,2023-11-14,Routine Maintenance,12,1102.64
SERV-01442,VEH-0905,2024-11-13,Repair,13,1428.08
SERV-01443,VEH-0005,2024-08-16,Repair,30,131.68
SERV-01444,VEH-0989,2025-07-07,Emergency Repair,6,1420.34
SERV-01445,VEH-0264,2023-09-22,Inspection,19,679.04
SERV-01446,VEH-0731,2022-12-17,Emergency Repair,8,99.29
SERV-01447,VEH-0486,2025-04-10,Emergency Repair,16,488.9
SERV-01448,VEH-0812,2023-11-19,Emergency Repair,25,1053.1
SERV-01449,VEH-0172,2025-09-04,Routine Maintenance,25,722.33
SERV-01450,VEH-0720,2025-10-18,Emergency Repair,9,966.88
SERV-01451,VEH-0696,2024-12-19,Inspection,1,224.0
SERV-01452,VEH-0035,2023-05-28,Routine Maintenance,16,980.04
SERV-01453,VEH-0234,2025-09-03,Repair,1,900.93
SERV-01454,VEH-0639,2025-11-05,Emergency Repair,9,1055.9
SERV-01455,VEH-0641,2025-02-19,Repair,13,752.08
SERV-01456,VEH-0763,2025-03-05,Inspection,19,231.59
SERV-01457,VEH-0971,2024-04-29,Routine Maintenance,23,1367.88
SERV-01458,VEH-0682,2025-10-17,Repair,13,1228.66
SERV-01459,VEH-0666,2023-05-18,Emergency Repair,18,1235.32
SERV-01460,VEH-0539,2025-09-17,Emergency Repair,3,802.41
SERV-01461,VEH-0903,2025-10-14,Routine Maintenance,25,1141.83
SERV-01462,VEH-0224,2024-09-27,Repair,28,918.7
SERV-01463,VEH-0335,2024-09-19,Routine Maintenance,18,698.49
SERV-01464,VEH-0473,2024-09-18,Routine Maintenance,2,236.78
SERV-01465,VEH-0567,2023-06-05,Repair,3,865.62
SERV-01466,VEH-0814,2025-12-17,Routine Maintenance,3,1470.9
SERV-01467,VEH-0065,2025-08-11,Inspection,12,1451.1
SERV-01468,VEH-0088,2024-08-09,Emergency Repair,22,50.12
SERV-01469,VEH-0095,2024-01-16,Routine Maintenance,17,1361.7
SERV-01470,VEH-0060,2024-01-21,Emergency Repair,5,886.75
SERV-01471,VEH-0358,2025-07-30,Inspection,17,1370.64
SERV-01472,VEH-0258,2025-05-12,Repair,23,193.56
SERV-01473,VEH-0166,2023-05-09,Repair,2,322.71
SERV-01474,VEH-0672,2024-09-16,Repair,5,923.11
SERV-01475,VEH-0764,2024-03-19,Inspection,9,236.31
SERV-01476,VEH-0609,2025-09-01,Emergency Repair,3,847.28
SERV-01477,VEH-0859,2024-04-19,Emergency Repair,21,1360.31
SERV-01478,VEH-0208,2025-07-20,Emergency Repair,3,1419.87
SERV-01479,VEH-0998,2025-10-14,Repair,18,345.46
SERV-01480,VEH-0212,2025-06-18,Inspection,21,1060.36
SERV-01481,VEH-0547,2024-01-31,Inspection,19,1003.11
SERV-01482,VEH-0384,2025-08-13,Repair,14,1241.27
SERV-01483,VEH-0948,2024-06-06,Emergency Repair,13,87.57
SERV-01484,VEH-0010,2025-09-14,Repair,3,441.68
SERV-01485,VEH-0975,2025-12-17,Routine Maintenance,22,845.13
SERV-01486,VEH-0029,2025-02-20,Inspection,21,179.01
SERV-01487,VEH-0042,2025-05-22,Inspection,5,1309.84
SERV-01488,VEH-0789,2024-01-30,Inspection,1,192.02
SERV-01489,VEH-0947,2023-12-22,Emergency Repair,4,1184.96
SERV-01490,VEH-0974,2024-01-22,Repair,17,1106.07
SERV-01491,VEH-0242,2024-01-01,Emergency Repair,4,816.99
SERV-01492,VEH-0047,2025-08-14,Inspection,18,443.03
SERV-01493,VEH-0586,2024-01-22,Routine Maintenance,6,511.09
SERV-01494,VEH-0167,2025-01-30,Repair,12,1218.82
SERV-01495,VEH-0340,2025-04-20,Emergency Repair,19,234.98
SERV-01496,VEH-0483,2023-09-04,Repair,22,233.23
SERV-01497,VEH-0734,2024-10-13,Inspection,2,1381.74
SERV-01498,VEH-0635,2024-09-24,Repair,22,932.62
SERV-01499,VEH-0516,2025-05-28,Emergency Repair,6,686.49
SERV-01500,VEH-0603,2024-02-07,Emergency Repair,17,465.89
SERV-01501,VEH-0962,2024-10-17,Repair,10,971.67
SERV-01502,VEH-0381,2023-08-22,Inspection,14,1167.34
SERV-01503,VEH-0543,2025-11-02,Routine Maintenance,21,165.24
SERV-01504,VEH-0515,2025-08-26,Repair,3,289.41
SERV-01505,VEH-0703,2022-11-22,Routine Maintenance,24,464.48
SERV-01506,VEH-0951,2025-09-17,Routine Maintenance,14,1031.7
SERV-01507,VEH-0824,2025-12-04,Repair,16,771.82
SERV-01508,VEH-0877,2025-11-22,Routine Maintenance,13,70.16
SERV-01509,VEH-0953,2024-01-27,Routine Maintenance,23,666.22
SERV-01510,VEH-0632,2025-12-10,Inspection,8,1491.62
SERV-01511,VEH-0104,2025-12-03,Routine Maintenance,20,700.55
SERV-01512,VEH-0558,2024-08-29,Repair,6,158.93
SERV-01513,VEH-0906,2024-06-01,Inspection,2,662.95
SERV-01514,VEH-0023,2025-01-03,Repair,12,1456.11
SERV-01515,VEH-0136,2025-03-20,Repair,27,831.72
SERV-01516,VEH-0174,2024-04-07,Inspection,10,750.53
SERV-01517,VEH-0345,2024-03-16,Repair,1,1120.14
SERV-01518,VEH-0256,2025-05-02,Emergency Repair,7,1388.43
SERV-01519,VEH-0536,2025-10-01,Routine Maintenance,30,721.43
SERV-01520,VEH-0737,2025-09-27,Routine Maintenance,12,58.54
SERV-01521,VEH-0568,2024-09-29,Inspection,10,563.14
SERV-01522,VEH-0841,2022-10-28,Inspection,29,1097.53
SERV-01523,VEH-0538,2025-03-26,Inspection,1,196.94
SERV-01524,VEH-0112,2025-04-07,Repair,3,817.19
SERV-01525,VEH-0659,2024-12-25,Emergency Repair,4,1374.01
SERV-01526,VEH-0781,2023-05-30,Repair,25,1002.12
SERV-01527,VEH-0957,2023-08-16,Emergency Repair,13,592.75
SERV-01528,VEH-0841,2024-11-02,Emergency Repair,29,314.16
SERV-01529,VEH-0138,2025-12-10,Inspection,4,1484.59
SERV-01530,VEH-0541,2025-07-21,Emergency Repair,6,252.82
SERV-01531,VEH-0660,2025-08-23,Routine Maintenance,12,1331.19
SERV-01532,VEH-0671,2023-09-28,Routine Maintenance,7,463.1
SERV-01533,VEH-0985,2024-12-23,Emergency Repair,14,1128.69
SERV-01534,VEH-0534,2025-12-31,Routine Maintenance,6,1016.0
SERV-01535,VEH-0677,2025-08-23,Inspection,4,660.59
SERV-01536,VEH-0485,2025-09-03,Emergency Repair,26,1038.52
SERV-01537,VEH-0916,2022-11-02,Inspection,25,1158.37
SERV-01538,VEH-0608,2025-08-11,Emergency Repair,5,209.11
SERV-01539,VEH-0195,2024-09-03,Routine Maintenance,5,275.54
SERV-01540,VEH-0868,2025-12-07,Routine Maintenance,25,1042.43
SERV-01541,VEH-0498,2024-05-11,Inspection,14,1465.84
SERV-01542,VEH-0063,2022-06-15,Emergency Repair,16,469.73
SERV-01543,VEH-0352,2025-03-10,Routine Maintenance,25,671.98
SERV-01544,VEH-0153,2025-07-24,Repair,24,791.3
SERV-01545,VEH-0039,2023-12-17,Inspection,25,216.78
SERV-01546,VEH-0190,2025-04-20,Repair,22,1239.88
SERV-01547,VEH-0198,2024-04-21,Emergency Repair,23,1184.94
SERV-01548,VEH-0005,2022-10-23,Repair,7,1489.2
SERV-01549,VEH-0843,2025-07-10,Repair,8,224.67
SERV-01550,VEH-0023,2025-02-17,Routine Maintenance,9,1486.08
SERV-01551,VEH-0422,2024-02-24,Emergency Repair,1,943.88
SERV-01552,VEH-0661,2023-01-26,Routine Maintenance,13,640.58
SERV-01553,VEH-0161,2024-06-15,Repair,8,537.46
SERV-01554,VEH-0052,2025-05-30,Routine Maintenance,17,669.26
SERV-01555,VEH-0122,2025-01-21,Inspection,4,440.41
SERV-01556,VEH-0402,2024-11-05,Inspection,23,656.21
SERV-01557,VEH-0586,2024-09-04,Routine Maintenance,6,109.29
SERV-01558,VEH-0120,2024-06-20,Inspection,7,463.71
SERV-01559,VEH-0326,2023-12-06,Routine Maintenance,14,318.02
SERV-01560,VEH-0964,2025-07-01,Inspection,11,491.32
SERV-01561,VEH-0401,2023-06-07,Routine Maintenance,22,850.06
SERV-01562,VEH-0959,2024-12-08,Inspection,12,1124.87
SERV-01563,VEH-0885,2024-12-09,Inspection,8,992.86
SERV-01564,VEH-0501,2024-12-26,Emergency Repair,3,1336.43
SERV-01565,VEH-0360,2023-05-24,Routine Maintenance,2,900.51
SERV-01566,VEH-0170,2025-12-28,Repair,7,1071.76
SERV-01567,VEH-0368,2024-04-27,Routine Maintenance,18,947.57
SERV-01568,VEH-0789,2024-07-03,Emergency Repair,25,342.9
SERV-01569,VEH-0173,2025-09-30,Repair,2,235.36
SERV-01570,VEH-0952,2025-03-05,Inspection,29,1321.76
SERV-01571,VEH-0993,2024-11-28,Inspection,15,963.3
SERV-01572,VEH-0418,2024-04-24,Emergency Repair,3,750.09
SERV-01573,VEH-0182,2025-07-27,Routine Maintenance,6,918.77
SERV-01574,VEH-0992,2023-08-22,Inspection,2,1435.91
SERV-01575,VEH-0185,2023-01-23,Repair,24,1231.07
SERV-01576,VEH-0900,2025-09-18,Routine Maintenance,6,684.73
SERV-01577,VEH-0462,2025-11-05,Emergency Repair,18,1180.09
SERV-01578,VEH-0153,2024-12-14,Inspection,7,316.9
SERV-01579,VEH-0191,2024-03-29,Repair,19,1060.25
SERV-01580,VEH-0683,2025-09-20,Emergency Repair,17,1076.24
SERV-01581,VEH-0946,2024-08-08,Inspection,28,369.49
SERV-01582,VEH-0880,2025-03-14,Inspection,18,222.7
SERV-01583,VEH-0825,2024-09-12,Routine Maintenance,18,395.41
SERV-01584,VEH-0609,2022-05-26,Repair,29,452.75
SERV-01585,VEH-0154,2023-12-10,Inspection,28,1196.4
SERV-01586,VEH-0794,2025-08-05,Repair,27,354.46
SERV-01587,VEH-0038,2023-10-01,Routine Maintenance,21,553.82
SERV-01588,VEH-0802,2025-03-06,Inspection,11,170.71
SERV-01589,VEH-0435,2025-11-14,Inspection,24,243.74
SERV-01590,VEH-0871,2025-12-28,Inspection,11,1478.63
SERV-01591,VEH-0619,2025-08-16,Routine Maintenance,27,565.45
SERV-01592,VEH-0103,2025-07-23,Inspection,6,421.18
SERV-01593,VEH-0552,2022-04-17,Routine Maintenance,24,1131.37
SERV-01594,VEH-0015,2025-04-14,Inspection,28,958.03
SERV-01595,VEH-0863,2025-08-15,Repair,27,691.17
SERV-01596,VEH-0151,2024-11-03,Inspection,7,893.41
SERV-01597,VEH-0253,2025-11-13,Emergency Repair,5,696.78
SERV-01598,VEH-0223,2025-11-24,Emergency Repair,12,265.08
SERV-01599,VEH-0108,2025-09-06,Routine Maintenance,16,313.19
SERV-01600,VEH-0111,2024-04-21,Repair,7,876.0
SERV-01601,VEH-0613,2024-09-05,Inspection,1,499.73
SERV-01602,VEH-0613,2024-09-02,Emergency Repair,22,931.34
SERV-01603,VEH-0650,2024-11-12,Repair,3,668.27
SERV-01604,VEH-0343,2025-07-29,Emergency Repair,4,1100.25
SERV-01605,VEH-0637,2023-06-07,Routine Maintenance,20,194.61
SERV-01606,VEH-0749,2025-04-05,Routine Maintenance,4,1248.52
SERV-01607,VEH-0594,2025-10-14,Routine Maintenance,5,410.1
SERV-01608,VEH-0351,2024-02-16,Inspection,5,1410.97
SERV-01609,VEH-0195,2024-05-29,Routine Maintenance,26,204.19
SERV-01610,VEH-0724,2025-09-02,Inspection,28,1075.81
SERV-01611,VEH-0422,2024-04-22,Repair,16,1151.52
SERV-01612,VEH-0952,2025-03-31,Repair,10,531.05
SERV-01613,VEH-0044,2024-12-21,Repair,2,838.11
SERV-01614,VEH-0469,2024-03-05,Routine Maintenance,1,1246.14
SERV-01615,VEH-0534,2023-10-06,Inspection,4,791.74
SERV-01616,VEH-0607,2025-08-24,Repair,1,1372.64
SERV-01617,VEH-0258,2024-11-25,Repair,14,608.81
SERV-01618,VEH-0834,2024-11-09,Inspection,8,1386.45
SERV-01619,VEH-0359,2025-09-16,Emergency Repair,22,1332.12
SERV-01620,VEH-0286,2023-06-02,Emergency Repair,6,1486.61
SERV-01621,VEH-0413,2023-07-29,Routine Maintenance,10,568.1
SERV-01622,VEH-0021,2025-04-23,Inspection,4,572.72
SERV-01623,VEH-0470,2023-10-26,Routine Maintenance,20,269.1
SERV-01624,VEH-0913,2024-10-28,Inspection,20,312.98
SERV-01625,VEH-0170,2025-05-07,Repair,29,1017.55
SERV-01626,VEH-0040,2025-06-28,Inspection,12,1319.33
SERV-01627,VEH-0557,2024-12-09,Emergency Repair,22,585.21
SERV-01628,VEH-0405,2025-02-01,Routine Maintenance,26,53.16
SERV-01629,VEH-0434,2023-11-25,Repair,11,264.28
SERV-01630,VEH-0621,2024-06-30,Emergency Repair,27,147.6
SERV-01631,VEH-0507,2025-05-17,Emergency Repair,24,453.79
SERV-01632,VEH-0513,2024-04-11,Inspection,5,313.71
SERV-01633,VEH-0299,2025-05-16,Inspection,11,766.6
SERV-01634,VEH-0232,2024-10-08,Emergency Repair,20,1200.58
SERV-01635,VEH-0684,2025-02-11,Repair,26,1418.84
SERV-01636,VEH-0650,2025-02-10,Emergency Repair,14,846.54
SERV-01637,VEH-0908,2025-12-27,Emergency Repair,18,827.51
SERV-01638,VEH-0218,2023-11-13,Emergency Repair,3,892.4
SERV-01639,VEH-0422,2024-12-02,Repair,23,176.51
SERV-01640,VEH-0658,2025-06-20,Routine Maintenance,7,1491.16
SERV-01641,VEH-0654,2023-03-10,Inspection,18,737.19
SERV-01642,VEH-0859,2023-12-11,Routine Maintenance,2,1371.47
SERV-01643,VEH-0209,2025-07-15,Repair,10,717.56
SERV-01644,VEH-0030,2025-10-25,Emergency Repair,8,355.57
SERV-01645,VEH-0702,2024-05-18,Routine Maintenance,24,249.81
SERV-01646,VEH-0450,2023-08-09,Emergency Repair,24,88.2
SERV-01647,VEH-0338,2025-09-05,Inspection,2,1067.03
